date,Industry,Occupation,Both
1994-02-01,0.4872897497934838,0.52980494158452,0.3774388822145044
1994-03-01,0.5470314159204682,0.5823345897080433,0.4372875769699879
1994-04-01,0.5887889571454901,0.6050787947544707,0.4661788309626909
1994-05-01,0.5284025494153178,0.556896258162446,0.41218000508587394
1994-06-01,0.5828862976332826,0.6013542094605665,0.4575097304589484
1994-07-01,0.5536108110717809,0.5829894802192566,0.42960013619038045
1994-08-01,0.569292729148127,0.5794864902748763,0.43922237244521545
1994-09-01,0.641181801290765,0.6637047779929099,0.5207628025351729
1994-10-01,0.5338793366580522,0.5648319964110297,0.4140756927314822
1994-11-01,0.5614305076676999,0.5780703929036562,0.4249762225363366
1994-12-01,0.5616726037101578,0.5543051428619288,0.4206957243384239
1995-01-01,0.549897656896646,0.5825047031554508,0.42671712230565945
1995-02-01,0.5891109025598413,0.5868767227020867,0.44925834527813685
1995-03-01,0.5719339429237421,0.5782092930653008,0.44582895012288276
1995-04-01,0.5667266569581864,0.5772726110417317,0.4297374566566738
1995-05-01,0.5823754812216552,0.6078938795378591,0.4718408803227956
1995-07-01,1.0,1.0,1.0
1995-08-01,0.8975121752291523,0.9524970465412974,0.8642523810978782
1995-10-01,0.5795922882423902,0.5838128362640497,0.44542685241653424
1995-11-01,0.5933734880355267,0.5987201685950349,0.43380726835619476
1995-12-01,0.5279671102957676,0.5353606630800957,0.37800020122955674
1996-01-01,0.5803459338345932,0.6419112758806711,0.47410275570404414
1996-02-01,0.5839521327539349,0.6306281196413307,0.4761538741278866
1996-03-01,0.5554294574072766,0.5603768844389133,0.4203681613882303
1996-04-01,0.5678281138134017,0.5926645497216813,0.4461982246435809
1996-05-01,0.5730383776881895,0.5979522620227116,0.4577111187590515
1996-06-01,0.5929532176400822,0.6127119640509224,0.472754384039389
1996-07-01,0.5867444326041253,0.582301973144015,0.4366431460431254
1996-08-01,0.6137880411176967,0.6728179318267766,0.5198691553423567
1996-09-01,0.6361207409694292,0.6538059747826648,0.520925208414341
1996-10-01,0.6147634259564625,0.6313162702202773,0.4973679124393321
1996-11-01,0.629553317301254,0.6108220039313034,0.49490519645990905
1996-12-01,0.5560053844332432,0.5700989658728975,0.42449805265274243
1997-01-01,0.5926710425632701,0.6140672223085517,0.46948012916307547
1997-02-01,0.5482105354274802,0.5825456116528089,0.4230799866028838
1997-03-01,0.6105551027433304,0.5947292644108687,0.4722379838756868
1997-04-01,0.5632031735129214,0.5673758327260602,0.43744733245459333
1997-05-01,0.6205400747796687,0.6131402800117249,0.4927925925595994
1997-06-01,0.5952373466747177,0.5972957295006005,0.45525142283231096
1997-07-01,0.5876500769636225,0.585068816317156,0.4700826267406603
1997-08-01,0.5950485082327146,0.6370130834141141,0.49498364364434144
1997-09-01,0.5978772324871511,0.6143236451748955,0.47856189281112577
1997-10-01,0.6191244892536403,0.6568234762559072,0.509791020158371
1997-11-01,0.5976686760558321,0.6330460656341903,0.4937633247745602
1997-12-01,0.5760974761010679,0.5703666335307341,0.44723098691663565
1998-01-01,0.58531011478142,0.6142474281720225,0.4652957627592906
